application_id,gender,international,gpa,major,race,gmat,work_exp,work_industry,admission
3418,Female,TRUE,3.3,Humanities,,720,4,Other,Denied
3419,Female,TRUE,3.07,Humanities,,600,6,Technology,Denied
3420,Male,FALSE,3.19,STEM,Asian,670,4,Consulting,Denied
3421,Female,TRUE,3.29,Humanities,,690,4,Technology,Denied
3422,Male,TRUE,3.36,STEM,,720,6,Consulting,Denied
3423,Male,FALSE,3.28,STEM,White,650,5,PE/VC,Denied
3424,Female,FALSE,3.24,Humanities,Black,670,6,Technology,Denied
3425,Male,FALSE,3.42,STEM,White,640,5,Investment Banking,Denied
3426,Female,FALSE,3.37,Humanities,Asian,700,4,Health Care,Denied
3427,Male,FALSE,3.16,STEM,Asian,580,5,PE/VC,Denied
3428,Male,TRUE,3.1,Humanities,,570,4,PE/VC,Denied
3429,Female,TRUE,3.23,STEM,,650,6,Investment Banking,Denied
3430,Female,FALSE,3.03,Humanities,White,620,6,Nonprofit/Gov,Denied
3431,Male,TRUE,3.27,STEM,,710,3,Nonprofit/Gov,Denied
3432,Male,FALSE,3.35,Humanities,Asian,660,5,Nonprofit/Gov,Denied
3433,Male,TRUE,3.38,Humanities,,690,6,Consulting,Denied
3434,Male,FALSE,3.39,Humanities,White,650,5,PE/VC,Denied
3435,Male,FALSE,3.14,Business,Black,660,3,Investment Management,Denied
3436,Female,TRUE,3.3,STEM,,650,4,Nonprofit/Gov,Denied
3437,Male,FALSE,3.13,STEM,Asian,650,5,Nonprofit/Gov,Denied
3438,Female,TRUE,3.13,Humanities,,690,4,Nonprofit/Gov,Denied
3439,Female,FALSE,3.24,STEM,Asian,610,6,Consulting,Denied
3440,Female,FALSE,3.23,STEM,Hispanic,680,5,Investment Banking,Denied
3441,Female,TRUE,3.06,Business,,600,5,Investment Banking,Denied
3442,Male,TRUE,3.17,Business,,580,7,Technology,Denied
3443,Female,FALSE,3.67,Humanities,Black,720,6,Consulting,Admit
3444,Female,FALSE,3.31,Humanities,White,690,5,Consulting,Admit
3445,Female,FALSE,2.87,STEM,White,610,6,Nonprofit/Gov,Denied
3446,Male,FALSE,3.25,Humanities,White,700,5,Investment Banking,Waitlist
3447,Female,FALSE,3.12,STEM,Asian,600,4,Consulting,Denied
3448,Female,FALSE,3.05,Humanities,Black,570,6,Nonprofit/Gov,Denied
3449,Male,TRUE,3.37,Humanities,,630,6,Technology,Denied
3450,Male,FALSE,3.45,Business,White,770,7,Consulting,Admit
3451,Male,FALSE,3.03,Business,White,570,5,Media/Entertainment,Denied
3452,Female,FALSE,3.07,Business,White,680,6,Consulting,Denied
3453,Female,FALSE,2.99,Humanities,Asian,650,5,Consulting,Denied
3454,Male,FALSE,3.35,Business,White,710,4,Consulting,Denied
3455,Female,FALSE,3.01,STEM,White,580,5,Technology,Denied
3456,Male,TRUE,3.34,STEM,,700,6,Nonprofit/Gov,Denied
3457,Male,TRUE,3.09,Humanities,,620,4,Investment Banking,Denied
3458,Male,TRUE,3.23,Business,,680,5,Consulting,Admit
3459,Male,FALSE,3.07,Business,Asian,610,6,Consulting,Denied
3460,Male,TRUE,3.31,Humanities,,710,4,Consulting,Denied
3461,Male,TRUE,3.17,STEM,,590,5,Consulting,Denied
3462,Female,FALSE,3.03,Humanities,Other,610,5,Investment Banking,Denied
3463,Female,FALSE,3.4,Humanities,Asian,690,5,Nonprofit/Gov,Admit
3464,Male,FALSE,3.27,STEM,White,620,5,Consulting,Denied
3465,Male,FALSE,3.02,Humanities,Black,570,4,Consulting,Denied
3466,Male,FALSE,3.35,STEM,Black,670,5,Financial Services,Denied
3467,Male,FALSE,3.23,Humanities,Asian,650,5,Nonprofit/Gov,Denied
3468,Female,FALSE,3.14,Business,Black,670,5,Consulting,Denied
3469,Male,FALSE,3.24,Business,Black,650,6,PE/VC,Denied
3470,Male,TRUE,3.38,STEM,,670,5,Investment Banking,Denied
3471,Male,FALSE,3.27,Business,White,610,6,PE/VC,Denied
3472,Female,FALSE,3.33,Humanities,Black,580,6,Financial Services,Denied
3473,Female,FALSE,3,Business,White,620,3,Consulting,Denied
3474,Male,FALSE,3.47,STEM,Hispanic,640,4,Financial Services,Denied
3475,Female,TRUE,3.21,STEM,,660,6,Consulting,Denied
3476,Male,TRUE,3.16,Humanities,,680,5,Consulting,Denied
3477,Male,FALSE,3.38,Humanities,Asian,640,5,CPG,Denied
3478,Male,FALSE,3.45,Humanities,Other,620,4,Technology,Denied
3479,Male,FALSE,3.16,Business,Black,620,4,Financial Services,Denied
3480,Female,FALSE,3.05,Business,Black,610,3,Consulting,Denied
3481,Male,TRUE,3.04,Humanities,,650,7,Consulting,Denied
3482,Female,TRUE,3.21,STEM,,670,2,Investment Banking,Denied
3483,Male,FALSE,3.38,STEM,White,680,4,Nonprofit/Gov,Denied
3484,Male,FALSE,3.39,STEM,White,710,4,Technology,Denied
3485,Male,TRUE,3.19,Business,,690,6,CPG,Denied
3486,Female,FALSE,3.51,Humanities,Hispanic,710,6,Health Care,Admit
3487,Male,TRUE,3.29,Business,,670,4,CPG,Admit
3488,Male,FALSE,3.22,Humanities,Black,570,6,Health Care,Denied
3489,Male,TRUE,3.26,STEM,,660,3,Investment Management,Denied
3490,Female,FALSE,3.24,STEM,Hispanic,600,5,Consulting,Denied
3491,Female,TRUE,3.26,Humanities,,620,5,Nonprofit/Gov,Denied
3492,Female,TRUE,3.25,Business,,680,4,Nonprofit/Gov,Denied
3493,Male,TRUE,3.14,Humanities,,640,6,Other,Denied
3494,Female,TRUE,3.38,Humanities,,670,6,Investment Banking,Denied
3495,Male,FALSE,3.51,Humanities,White,700,6,Consulting,Admit
3496,Female,FALSE,3.32,Business,Asian,630,4,Nonprofit/Gov,Denied
3497,Female,TRUE,3.11,Humanities,,660,5,Technology,Denied
3498,Male,FALSE,3.48,Business,Black,620,3,Consulting,Denied
3499,Female,FALSE,3.18,Humanities,White,580,4,PE/VC,Denied
3500,Male,FALSE,3.42,Business,Asian,670,5,Other,Denied
3501,Female,TRUE,3.52,STEM,,730,5,Consulting,Denied
3502,Male,TRUE,3.23,Business,,610,7,Technology,Denied
3503,Male,FALSE,3.13,Business,White,630,5,PE/VC,Denied
3504,Male,TRUE,3.26,Business,,660,5,Media/Entertainment,Denied
3505,Male,TRUE,3.49,STEM,,640,6,Consulting,Denied
3506,Male,TRUE,3.27,STEM,,670,5,Consulting,Waitlist
3507,Female,FALSE,3.15,STEM,White,660,5,Consulting,Denied
3508,Female,FALSE,3.32,Humanities,Black,670,5,Nonprofit/Gov,Denied
3509,Male,TRUE,3.18,STEM,,680,3,PE/VC,Denied
3510,Female,FALSE,3.32,Humanities,Asian,580,6,Technology,Denied
3511,Female,TRUE,3.31,Humanities,,610,5,Technology,Denied
3512,Female,TRUE,3.11,Business,,590,6,Other,Denied
3513,Female,FALSE,3.16,Humanities,Asian,620,7,Investment Banking,Denied
3514,Male,TRUE,3.09,STEM,,730,5,Media/Entertainment,Denied
3515,Female,FALSE,3.02,Business,Black,660,6,Nonprofit/Gov,Denied
3516,Female,FALSE,3.36,Humanities,Black,710,5,Consulting,Admit
3517,Male,FALSE,3,Business,Black,650,6,Technology,Denied
3518,Male,FALSE,3.23,Humanities,Hispanic,670,6,PE/VC,Denied
3519,Female,FALSE,3.42,Business,White,650,4,PE/VC,Denied
3520,Female,FALSE,3.54,Business,Asian,710,5,Nonprofit/Gov,Denied
3521,Male,FALSE,3.15,Humanities,Asian,600,2,Investment Banking,Denied
3522,Female,FALSE,3.23,Business,Black,620,6,Consulting,Denied
3523,Male,FALSE,3.28,Business,Black,670,5,Consulting,Denied
3524,Male,FALSE,3.34,Business,White,650,6,Health Care,Denied
3525,Male,FALSE,2.8,Business,White,570,6,Consulting,Denied
3526,Male,FALSE,3.49,STEM,White,660,6,PE/VC,Denied
3527,Male,FALSE,3.29,Humanities,Black,600,4,CPG,Denied
3528,Male,FALSE,3.19,STEM,Black,650,6,PE/VC,Denied
3529,Female,TRUE,3.23,STEM,,650,6,Nonprofit/Gov,Denied
3530,Female,FALSE,3.38,Humanities,Asian,630,5,Financial Services,Denied
3531,Male,FALSE,3.15,Humanities,Asian,640,5,Other,Denied
3532,Male,TRUE,3.09,Business,,620,5,Financial Services,Denied
3533,Female,FALSE,3.28,Humanities,White,670,8,Consulting,Admit
3534,Male,FALSE,3.21,Business,White,660,6,Health Care,Denied
3535,Female,FALSE,3.04,Business,White,570,5,Consulting,Denied
3536,Female,FALSE,3.12,Business,Black,570,4,Consulting,Denied
3537,Male,FALSE,3.44,Business,White,620,5,Investment Banking,Denied
3538,Male,FALSE,3.37,Business,White,620,5,Financial Services,Denied
3539,Male,FALSE,3.54,STEM,Hispanic,740,5,Health Care,Admit
3540,Male,FALSE,3.5,Humanities,White,720,4,Technology,Denied
3541,Male,FALSE,3.08,Humanities,Asian,590,4,Consulting,Denied
3542,Male,TRUE,3.15,Business,,630,6,Other,Denied
3543,Female,FALSE,3,Humanities,Black,630,7,Nonprofit/Gov,Denied
3544,Male,FALSE,3.39,Business,Asian,610,5,Investment Banking,Denied
3545,Male,FALSE,3.02,Humanities,Black,610,5,PE/VC,Denied
3546,Male,TRUE,3.35,Humanities,,660,2,Real Estate,Admit
3547,Female,TRUE,3.11,Humanities,,640,5,PE/VC,Denied
3548,Male,FALSE,3,STEM,Black,640,4,Consulting,Denied
3549,Male,FALSE,3.21,STEM,Other,700,5,Consulting,Denied
3550,Female,FALSE,3.24,Business,Black,680,7,Nonprofit/Gov,Denied
3551,Male,FALSE,3.17,Business,Asian,680,6,Investment Banking,Denied
3552,Male,TRUE,3.52,Business,,750,6,Consulting,Admit
3553,Male,FALSE,3.26,Humanities,White,680,5,Consulting,Denied
3554,Female,FALSE,3.37,Business,Black,650,7,Health Care,Denied
3555,Female,FALSE,3.29,Humanities,Asian,660,4,Consulting,Denied
3556,Male,FALSE,3.36,Business,Black,760,8,Investment Management,Denied
3557,Male,TRUE,3.23,Humanities,,640,6,PE/VC,Denied
3558,Female,FALSE,3.19,Humanities,Other,570,6,Technology,Denied
3559,Male,FALSE,3.46,Humanities,White,770,5,Health Care,Denied
3560,Male,TRUE,3.42,Humanities,,680,5,Investment Banking,Denied
3561,Male,FALSE,3.15,STEM,Black,660,5,Energy,Denied
3562,Female,TRUE,3.23,Business,,600,5,PE/VC,Denied
3563,Female,TRUE,3.35,Humanities,,650,5,CPG,Denied
3564,Male,FALSE,3.32,Business,Black,630,5,Consulting,Denied
3565,Male,FALSE,3.2,Business,Black,620,5,Health Care,Denied
3566,Male,TRUE,3.2,STEM,,580,5,Investment Management,Denied
3567,Male,FALSE,3.29,Business,White,710,4,Investment Management,Denied
3568,Male,FALSE,3.44,Business,White,740,5,Financial Services,Denied
3569,Male,FALSE,2.99,Business,Hispanic,680,4,Consulting,Denied
3570,Male,FALSE,3.46,Business,Other,690,5,Consulting,Denied
3571,Male,FALSE,3.55,Humanities,Black,710,5,Consulting,Admit
3572,Male,FALSE,3.34,Humanities,Asian,650,5,Consulting,Denied
3573,Male,FALSE,3.4,STEM,White,640,5,Other,Denied
3574,Male,FALSE,3.34,STEM,Asian,710,4,Technology,Admit
3575,Male,FALSE,3.22,Business,White,680,7,Consulting,Denied
3576,Male,FALSE,3.26,STEM,Asian,640,4,Other,Denied
3577,Female,FALSE,3.3,Humanities,Hispanic,660,4,Financial Services,Admit
3578,Male,FALSE,3.4,Business,Hispanic,670,4,PE/VC,Admit
3579,Female,FALSE,3.04,STEM,Other,580,5,Consulting,Denied
3580,Male,FALSE,3.47,STEM,White,750,4,PE/VC,Denied
3581,Male,FALSE,3.18,Humanities,Other,700,5,Consulting,Denied
3582,Male,FALSE,3.28,Business,Asian,720,5,PE/VC,Admit
3583,Male,FALSE,3.41,STEM,Black,680,5,Technology,Denied
3584,Female,FALSE,3.06,STEM,White,570,3,Financial Services,Denied
3585,Female,TRUE,3.35,STEM,,670,5,Real Estate,Denied
3586,Male,TRUE,3.42,STEM,,680,7,Consulting,Denied
3587,Male,FALSE,3.29,Business,Hispanic,620,5,PE/VC,Denied
3588,Male,FALSE,3.65,Humanities,Hispanic,730,6,Nonprofit/Gov,Denied
3589,Male,TRUE,3.38,Humanities,,680,6,Investment Banking,Denied
3590,Female,FALSE,3.16,Humanities,Hispanic,580,4,Investment Banking,Denied
3591,Male,TRUE,3.58,Business,,720,3,Technology,Denied
3592,Male,TRUE,3.53,Business,,730,4,PE/VC,Waitlist
3593,Male,FALSE,3.37,Humanities,Asian,660,4,Other,Denied
3594,Female,FALSE,3.35,Humanities,White,700,5,PE/VC,Admit
3595,Female,FALSE,3.48,Business,Asian,640,5,PE/VC,Denied
3596,Female,TRUE,3.15,Business,,650,6,Consulting,Denied
3597,Female,FALSE,3.4,Business,Asian,710,7,Investment Management,Denied
3598,Male,TRUE,3.35,Humanities,,730,6,Investment Management,Admit
3599,Male,FALSE,2.85,STEM,Asian,570,3,Consulting,Denied
3600,Female,TRUE,3.34,STEM,,660,5,Consulting,Denied
3601,Female,FALSE,3.51,Humanities,White,740,4,Consulting,Denied
3602,Female,TRUE,3.25,Business,,650,6,Retail,Denied
3603,Male,TRUE,3,Business,,650,6,Nonprofit/Gov,Denied
3604,Female,TRUE,3.22,Humanities,,700,5,Consulting,Denied
3605,Male,FALSE,3.14,STEM,Black,600,5,Technology,Denied
3606,Male,FALSE,3.01,Humanities,White,580,5,Consulting,Denied
3607,Female,FALSE,2.92,Humanities,Hispanic,570,4,Consulting,Denied
3608,Male,FALSE,3.17,Humanities,White,640,3,Media/Entertainment,Denied
3609,Male,FALSE,3.41,Humanities,Hispanic,670,4,Consulting,Denied
3610,Male,TRUE,3.33,Humanities,,650,5,Investment Management,Denied
3611,Male,FALSE,3.45,Humanities,Black,650,2,Technology,Denied
3612,Male,FALSE,3.42,STEM,Black,700,5,Consulting,Denied
3613,Female,FALSE,3.29,Humanities,Asian,740,4,PE/VC,Admit
3614,Male,TRUE,3.06,Business,,650,7,PE/VC,Denied
3615,Female,FALSE,3.19,STEM,Black,610,4,Investment Banking,Denied
3616,Female,FALSE,3.35,Business,Asian,690,6,Technology,Admit
3617,Male,FALSE,3.4,Humanities,Asian,710,4,Technology,Denied
3618,Female,FALSE,3.23,Humanities,Asian,570,7,PE/VC,Denied
3619,Male,FALSE,3.34,Business,Other,650,5,Other,Denied
3620,Male,TRUE,3.5,Business,,660,3,Health Care,Admit
3621,Male,TRUE,3.18,Business,,620,4,Technology,Denied
3622,Female,TRUE,3.33,Humanities,,640,6,Consulting,Denied
3623,Male,FALSE,3.24,Business,White,600,6,Consulting,Denied
3624,Male,FALSE,3.23,Business,Hispanic,650,4,Other,Denied
3625,Female,FALSE,3.07,Business,White,640,6,Technology,Denied
3626,Male,FALSE,3.08,Humanities,Black,630,5,Consulting,Denied
3627,Male,FALSE,3.09,Humanities,White,630,3,Technology,Denied
3628,Male,FALSE,3.35,Business,White,650,5,PE/VC,Denied
3629,Female,TRUE,3.16,STEM,,580,7,Other,Denied
3630,Male,TRUE,3.26,STEM,,600,6,Nonprofit/Gov,Denied
3631,Male,TRUE,3.02,Humanities,,570,7,Technology,Denied
3632,Female,TRUE,3.31,Humanities,,670,5,Real Estate,Denied
3633,Female,TRUE,3.14,STEM,,610,3,Other,Denied
3634,Male,FALSE,3.21,Humanities,Hispanic,690,5,PE/VC,Admit
3635,Male,FALSE,3.52,Humanities,Asian,760,7,Financial Services,Denied
3636,Male,FALSE,3.25,Business,Asian,660,5,Consulting,Denied
3637,Male,TRUE,3.26,Humanities,,610,5,Technology,Denied
3638,Female,TRUE,2.78,Humanities,,570,6,Health Care,Denied
3639,Male,FALSE,2.98,STEM,Black,580,5,Investment Banking,Denied
3640,Female,FALSE,3.25,STEM,Asian,710,5,PE/VC,Admit
3641,Female,TRUE,3.18,Humanities,,610,5,Media/Entertainment,Denied
3642,Male,FALSE,3.31,Humanities,Asian,650,4,Consulting,Denied
3643,Male,FALSE,3.13,Humanities,White,630,5,Technology,Denied
3644,Male,TRUE,3.55,STEM,,750,6,Health Care,Admit
3645,Male,FALSE,3.14,STEM,White,640,4,Health Care,Denied
3646,Male,FALSE,3.36,STEM,Black,740,5,Financial Services,Denied
3647,Male,FALSE,3.43,STEM,White,660,4,PE/VC,Denied
3648,Female,FALSE,3.17,Humanities,White,700,4,Other,Denied
3649,Female,FALSE,3.54,Business,White,780,5,Health Care,Denied
3650,Male,TRUE,3.41,STEM,,670,5,Health Care,Denied
3651,Male,FALSE,3.17,STEM,Hispanic,630,6,Nonprofit/Gov,Denied
3652,Female,FALSE,3.03,STEM,Hispanic,570,3,PE/VC,Denied
3653,Female,FALSE,3.21,Business,Asian,650,6,Consulting,Denied
3654,Female,TRUE,3.07,Humanities,,580,6,Consulting,Denied
3655,Female,FALSE,3.28,Business,White,680,6,Consulting,Denied
3656,Male,FALSE,3.21,STEM,Asian,680,4,Consulting,Denied
3657,Female,FALSE,3.34,Business,Asian,710,5,Other,Denied
3658,Male,FALSE,3.08,STEM,White,620,4,Technology,Denied
3659,Male,FALSE,3.3,Humanities,Black,650,4,Consulting,Denied
3660,Male,FALSE,3.15,Humanities,White,590,4,Technology,Denied
3661,Male,FALSE,3.34,STEM,Asian,690,4,Investment Banking,Admit
3662,Female,FALSE,3.45,Humanities,Black,720,5,Investment Banking,Denied
3663,Male,FALSE,3.15,STEM,Black,640,3,Technology,Denied
3664,Male,TRUE,3.28,Business,,660,6,Financial Services,Admit
3665,Female,TRUE,3.03,Humanities,,580,5,Financial Services,Denied
3666,Male,FALSE,3.32,Humanities,Asian,680,6,PE/VC,Denied
3667,Female,TRUE,3.02,Humanities,,600,6,Technology,Denied
3668,Female,FALSE,3.19,Humanities,Black,660,6,Other,Denied
3669,Female,FALSE,3.18,Humanities,Hispanic,620,7,Consulting,Denied
3670,Male,FALSE,3.2,Humanities,Black,600,3,Nonprofit/Gov,Denied
3671,Female,FALSE,3.03,Humanities,Black,570,3,Nonprofit/Gov,Denied
3672,Male,FALSE,3.13,Business,White,610,5,Consulting,Denied
3673,Male,FALSE,3.46,Humanities,Hispanic,680,4,Consulting,Denied
3674,Female,FALSE,3.17,Business,Black,680,5,Consulting,Denied
3675,Female,FALSE,3,Business,White,580,4,Consulting,Denied
3676,Male,FALSE,3.25,Business,Asian,630,4,Nonprofit/Gov,Denied
3677,Female,FALSE,3.19,Humanities,Black,680,5,Other,Denied
3678,Female,FALSE,3.46,Business,White,690,7,Retail,Denied
3679,Female,FALSE,3.18,Humanities,White,660,6,Media/Entertainment,Denied
3680,Male,FALSE,3.3,Humanities,White,610,5,Consulting,Denied
3681,Female,FALSE,3.1,Humanities,White,580,4,Nonprofit/Gov,Denied
3682,Male,FALSE,3.28,Business,Black,700,5,Technology,Admit
3683,Male,TRUE,3.28,STEM,,590,6,PE/VC,Denied
3684,Male,FALSE,3.16,Humanities,Asian,640,6,Financial Services,Denied
3685,Male,FALSE,3.24,Humanities,Asian,640,4,PE/VC,Denied
3686,Female,TRUE,3.28,Business,,730,6,Nonprofit/Gov,Denied
3687,Male,FALSE,3.17,Humanities,Black,610,8,Investment Banking,Denied
3688,Female,FALSE,3.28,Business,Black,580,6,PE/VC,Denied
3689,Male,FALSE,3.33,STEM,Hispanic,630,5,Financial Services,Denied
3690,Male,FALSE,3.32,Business,Asian,600,5,Consulting,Denied
3691,Male,FALSE,3.36,Business,Other,700,5,Technology,Denied
3692,Female,TRUE,3.33,STEM,,620,5,Consulting,Denied
3693,Female,TRUE,3.17,STEM,,700,5,PE/VC,Denied
3694,Male,FALSE,3.46,STEM,Asian,750,6,Consulting,Denied
3695,Male,FALSE,3.24,STEM,Asian,700,5,Investment Management,Denied
3696,Male,FALSE,3.27,STEM,Asian,640,5,Technology,Denied
3697,Male,FALSE,3.18,Humanities,Black,630,5,Energy,Denied
3698,Male,FALSE,3.31,STEM,White,650,7,Health Care,Denied
3699,Male,FALSE,3.24,Humanities,Asian,650,5,PE/VC,Denied
3700,Female,FALSE,3.26,STEM,Asian,620,3,Health Care,Denied
3701,Male,TRUE,3.18,Business,,580,6,Consulting,Denied
3702,Female,TRUE,3.01,Humanities,,600,6,CPG,Denied
3703,Female,FALSE,3.36,Humanities,Asian,610,5,Consulting,Denied
3704,Female,FALSE,3.42,STEM,Black,690,5,Investment Banking,Admit
3705,Female,FALSE,3.3,Business,Black,670,3,Technology,Denied
3706,Female,FALSE,3.29,STEM,Asian,710,5,Nonprofit/Gov,Denied
3707,Female,FALSE,3.04,STEM,Asian,630,5,Real Estate,Denied
3708,Female,TRUE,3.07,Business,,570,5,Nonprofit/Gov,Denied
3709,Male,TRUE,3.3,Humanities,,640,6,Consulting,Denied
3710,Female,FALSE,3.19,Business,White,600,5,Investment Banking,Denied
3711,Male,FALSE,3.41,Business,Asian,640,5,PE/VC,Denied
3712,Male,FALSE,3.16,STEM,White,680,4,Financial Services,Denied
3713,Female,TRUE,3.27,Humanities,,640,5,PE/VC,Denied
3714,Male,FALSE,3.36,Business,Hispanic,670,6,Technology,Denied
3715,Male,FALSE,3.22,STEM,White,650,6,Investment Banking,Denied
3716,Male,FALSE,3.47,Humanities,Black,680,4,Consulting,Denied
3717,Male,TRUE,3.33,Humanities,,670,5,PE/VC,Denied
3718,Female,FALSE,3.39,STEM,Black,650,7,PE/VC,Denied
3719,Female,TRUE,3,STEM,,570,5,Consulting,Denied
3720,Female,FALSE,3.1,Business,Asian,580,5,Financial Services,Denied
3721,Female,FALSE,3.48,Business,Hispanic,680,4,Consulting,Denied
3722,Female,FALSE,3.36,Business,White,750,5,Investment Banking,Denied
3723,Male,FALSE,3.14,Humanities,Hispanic,650,4,PE/VC,Denied
3724,Female,FALSE,3.04,STEM,Black,640,5,Health Care,Denied
3725,Male,FALSE,3.09,Humanities,Hispanic,630,5,PE/VC,Denied
3726,Male,FALSE,3.14,Business,White,660,5,PE/VC,Denied
3727,Male,TRUE,3.26,STEM,,670,6,Technology,Denied
3728,Female,FALSE,3.06,Business,Hispanic,650,4,Consulting,Denied
3729,Female,TRUE,3.24,Business,,580,6,Health Care,Denied
3730,Male,TRUE,2.97,Humanities,,570,4,PE/VC,Denied
3731,Male,FALSE,3.43,STEM,Asian,660,5,Financial Services,Denied
3732,Female,TRUE,3.47,STEM,,680,4,Consulting,Denied
3733,Female,FALSE,3.24,Humanities,Asian,630,5,Nonprofit/Gov,Denied
3734,Male,TRUE,3.24,Humanities,,690,6,PE/VC,Denied
3735,Male,TRUE,2.98,Humanities,,610,3,PE/VC,Denied
3736,Male,FALSE,3.18,STEM,Hispanic,620,5,Technology,Denied
3737,Male,TRUE,3.56,Humanities,,730,4,PE/VC,Denied
3738,Female,FALSE,3.31,Business,Black,660,4,Consulting,Waitlist
3739,Female,FALSE,3.41,Humanities,Asian,650,5,Consulting,Denied
3740,Male,FALSE,3.25,Humanities,White,620,5,PE/VC,Denied
3741,Female,FALSE,3.24,STEM,White,590,5,Technology,Denied
3742,Male,FALSE,3.36,Humanities,White,730,5,PE/VC,Denied
3743,Male,FALSE,3.23,Humanities,Asian,630,6,Consulting,Denied
3744,Male,FALSE,3.18,Business,Asian,680,5,Nonprofit/Gov,Denied
3745,Male,TRUE,3.25,STEM,,640,4,Technology,Denied
3746,Female,FALSE,3.5,Humanities,Asian,740,7,Technology,Denied
3747,Female,TRUE,3.22,Business,,700,4,Investment Management,Admit
3748,Male,FALSE,3.43,Humanities,Other,600,5,Consulting,Denied
3749,Male,FALSE,3.28,Business,Asian,750,3,Media/Entertainment,Admit
3750,Female,FALSE,3.11,STEM,Black,600,5,Consulting,Denied
3751,Female,FALSE,3.27,Business,Asian,700,7,Consulting,Denied
3752,Male,FALSE,3.37,Humanities,Asian,650,5,Technology,Denied
3753,Male,FALSE,3.28,STEM,Asian,690,5,Other,Denied
3754,Male,FALSE,3.03,Humanities,Black,570,4,Consulting,Denied
3755,Male,FALSE,3.07,Humanities,Asian,630,4,PE/VC,Denied
3756,Female,TRUE,3.12,Business,,590,5,Financial Services,Denied
3757,Female,FALSE,3.17,STEM,Asian,570,4,Consulting,Denied
3758,Male,TRUE,3.43,Humanities,,690,6,Consulting,Denied
3759,Male,FALSE,3.39,Humanities,White,640,6,Health Care,Denied
3760,Male,FALSE,3.28,Business,Asian,660,6,Investment Banking,Admit
3761,Male,TRUE,3.22,Business,,670,6,Investment Banking,Denied
3762,Male,TRUE,3.24,STEM,,680,4,Investment Banking,Admit
3763,Male,FALSE,3.46,Humanities,White,740,4,Investment Management,Denied
3764,Male,FALSE,3.25,STEM,Asian,670,5,Nonprofit/Gov,Admit
3765,Male,TRUE,3.13,Business,,610,6,Investment Banking,Denied
3766,Male,FALSE,3.23,STEM,White,640,5,Consulting,Denied
3767,Male,FALSE,3.13,STEM,Hispanic,610,6,Nonprofit/Gov,Denied
3768,Male,FALSE,3.12,Business,Black,670,6,Investment Banking,Denied
3769,Male,FALSE,3.16,STEM,White,650,2,PE/VC,Denied
3770,Male,TRUE,3.24,Humanities,,690,3,Consulting,Denied
3771,Male,FALSE,3.06,STEM,Hispanic,580,5,Consulting,Denied
3772,Female,FALSE,3.13,Humanities,Other,660,4,Other,Denied
3773,Female,FALSE,3.25,Humanities,Black,640,3,Investment Management,Denied
3774,Male,FALSE,3.32,Humanities,Asian,570,6,Financial Services,Denied
3775,Female,FALSE,3.21,STEM,White,630,3,Consulting,Denied
3776,Male,FALSE,3.16,Business,White,680,5,PE/VC,Denied
3777,Male,TRUE,3.28,Business,,660,4,Financial Services,Waitlist
3778,Male,TRUE,3.19,Business,,620,7,Nonprofit/Gov,Denied
3779,Male,FALSE,3.26,Humanities,Asian,640,4,PE/VC,Denied
3780,Female,TRUE,3.27,Business,,680,3,PE/VC,Admit
3781,Male,FALSE,3.58,Business,Asian,760,5,Consulting,Admit
3782,Male,FALSE,3.2,STEM,White,650,5,Consulting,Denied
3783,Female,FALSE,3.19,Business,Hispanic,600,6,Nonprofit/Gov,Denied
3784,Male,TRUE,3.28,Humanities,,680,6,Consulting,Admit
3785,Male,FALSE,3.09,STEM,Asian,570,4,Consulting,Denied
3786,Male,FALSE,3.05,Business,Black,660,5,Consulting,Denied
3787,Male,TRUE,3.2,Business,,660,6,Technology,Denied
3788,Female,FALSE,2.99,Humanities,White,600,5,Consulting,Denied
3789,Male,FALSE,3.26,Humanities,Hispanic,730,4,Health Care,Denied
3790,Female,FALSE,3.29,Humanities,White,640,5,PE/VC,Denied
3791,Male,FALSE,3.32,STEM,Hispanic,640,6,Technology,Denied
3792,Male,TRUE,3.4,STEM,,720,7,Consulting,Admit
3793,Male,FALSE,3.42,Humanities,White,580,6,PE/VC,Denied
3794,Female,FALSE,3.38,Humanities,Asian,690,4,Nonprofit/Gov,Denied
3795,Male,FALSE,3.46,Humanities,Black,600,4,Technology,Denied
3796,Male,FALSE,3.21,STEM,White,630,6,Nonprofit/Gov,Denied
3797,Female,FALSE,3.42,Humanities,White,660,5,PE/VC,Denied
3798,Female,FALSE,3.36,Business,Asian,710,5,Financial Services,Denied
3799,Male,FALSE,3.24,Humanities,Black,680,5,PE/VC,Admit
3800,Male,TRUE,3.21,STEM,,670,4,Technology,Admit
3801,Male,TRUE,3.38,Humanities,,700,7,Nonprofit/Gov,Denied
3802,Male,FALSE,3.07,STEM,White,650,7,Consulting,Denied
3803,Male,FALSE,3.48,Humanities,White,690,4,Investment Management,Denied
3804,Female,FALSE,3.18,Humanities,Black,680,4,Nonprofit/Gov,Denied
3805,Female,FALSE,3.27,STEM,Hispanic,670,4,Real Estate,Admit
3806,Male,TRUE,3.17,STEM,,590,5,Investment Banking,Denied
3807,Female,FALSE,3.21,STEM,Other,600,6,Consulting,Denied
3808,Male,TRUE,3.34,Humanities,,740,4,Consulting,Denied
